questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Others_Unknown_perc,options_perc,state,url
6,Race,895,White,24,70,6,74,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
6,Race,895,Non-white,86,12,2,26,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,White men,18,76,6,34,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,White women,30,64,6,40,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,Black men,NA,NA,NA,8,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,Black women,NA,NA,NA,11,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,Latino men,NA,NA,NA,3,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,Latino women,NA,NA,NA,2,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
7,Race and gender,895,Others,NA,NA,NA,3,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
8,Education,895,High school or less,38,58,4,17,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
8,Education,895,Some college,36,58,6,36,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
8,Education,895,College graduate,43,52,5,32,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
8,Education,895,Postgraduate,43,54,3,16,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
9,Are you a college graduate?,895,Yes,43,52,5,48,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
9,Are you a college graduate?,895,No,36,58,6,52,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
10,Education and race,895,White college graduates,31,64,5,37,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
10,Education and race,895,Whites no degree,18,75,7,39,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
10,Education and race,895,Non-whites college grads,NA,NA,NA,11,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
10,Education and race,895,Non-whites no degree,86,13,1,14,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
11,Education among whites by sex,895,White college-grad women,36,58,6,22,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
11,Education among whites by sex,895,White non-college women,23,72,5,19,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
11,Education among whites by sex,895,White college-grad men,24,72,4,15,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
11,Education among whites by sex,895,White non-college men,14,78,8,19,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
11,Education among whites by sex,895,Non-whites,86,12,2,25,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
12,Income,895,"Under $30,000",NA,NA,NA,15,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
12,Income,895,"$30K-$49,999",45,49,6,20,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
12,Income,895,"$50K-$99,999",42,55,3,36,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
12,Income,895,"$100K-$199,999",26,69,5,19,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
12,Income,895,"$200K-$249,999",NA,NA,NA,6,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
12,Income,895,"$250,000 or more",NA,NA,NA,4,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
13,Income,895,Under $50K,48,47,5,34,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
13,Income,895,$50K-$100K,42,55,3,36,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
13,Income,895,$100K or more,32,64,4,30,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
14,Income,895,Under $50K,48,47,5,34,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
14,Income,895,$50K or more,37,59,4,66,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
15,Income,895,Under $100K,45,51,4,70,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
15,Income,895,$100K or more,32,64,4,30,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
16,Party ID,895,Democrats,93,4,3,27,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
16,Party ID,895,Republicans,5,92,3,46,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
16,Party ID,895,Independents,43,47,10,26,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
17,Party by gender,895,Democratic men,NA,NA,NA,11,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
17,Party by gender,895,Democratic women,94,4,2,17,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
17,Party by gender,895,Republican men,5,93,2,21,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
17,Party by gender,895,Republican women,5,91,4,25,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
17,Party by gender,895,Independent men,31,57,12,13,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
17,Party by gender,895,Independent women,56,38,6,13,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
18,Ideology,895,Liberal,83,13,4,18,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
18,Ideology,895,Moderate,49,45,6,38,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
18,Ideology,895,Conservative,12,83,5,44,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
19,White born-again or evangelical Christian?,895,Yes,11,86,3,44,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
19,White born-again or evangelical Christian?,895,No,62,32,6,56,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
20,Marital status,895,Married,33,64,3,63,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
20,Marital status,895,Unmarried,50,43,7,37,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
21,Marital status by gender,895,Married men,30,68,2,31,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
21,Marital status by gender,895,Married women,36,60,4,32,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
21,Marital status by gender,895,Unmarried men,44,46,10,15,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
21,Marital status by gender,895,Unmarried women,54,42,4,22,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
22,When did you decide presidential vote?,895,Last few days,NA,NA,NA,11,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
22,When did you decide presidential vote?,895,Last week,NA,NA,NA,5,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
22,When did you decide presidential vote?,895,In October,NA,NA,NA,9,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
22,When did you decide presidential vote?,895,In September,NA,NA,NA,9,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
22,When did you decide presidential vote?,895,Before September,42,56,2,65,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
23,When did you decide presidential vote?,895,In the last week,44,42,14,16,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
23,When did you decide presidential vote?,895,Before that,40,57,3,84,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
24,When did you decide presidential vote?,895,In the last month,39,50,11,26,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
24,When did you decide presidential vote?,895,Before that,42,56,2,74,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
25,Opinion of presidential candidate you voted for,895,Strongly favor ,43,55,2,48,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
25,Opinion of presidential candidate you voted for,895,Have reservations,41,54,5,32,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
25,Opinion of presidential candidate you voted for,895,Dislike opponents,37,55,8,17,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
26,Most important issue facing the country,895,Foreign policy,NA,NA,NA,9,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
26,Most important issue facing the country,895,Immigration,NA,NA,NA,13,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
26,Most important issue facing the country,895,Economy,46,49,5,54,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
26,Most important issue facing the country,895,Terrorism,26,71,3,20,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
27,Which candidate quality mattered most?,895,Cares about me,50,47,3,17,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
27,Which candidate quality mattered most?,895,Can bring change,14,84,2,49,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
27,Which candidate quality mattered most?,895,Right experience,88,10,2,18,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
27,Which candidate quality mattered most?,895,Good judgment,NA,NA,NA,13,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
28,Does the country's criminal justice system:,895,Treat all fairly,16,80,4,53,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
28,Does the country's criminal justice system:,895,Treat blacks unfairly,72,23,5,40,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
29,Opinion of Hillary Clinton,895,Favorable,99,1,0,35,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
29,Opinion of Hillary Clinton,895,Unfavorable,7,86,7,65,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
30,Opinion of Donald Trump,895,Favorable,1,98,1,46,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
30,Opinion of Donald Trump,895,Unfavorable,72,20,8,53,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
31,Opinion of Clinton and Trump,895,Both favorable,NA,NA,NA,1,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
31,Opinion of Clinton and Trump,895,Only Clinton favorable,100,0,0,34,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
31,Opinion of Clinton and Trump,895,Only Trump favorable,NA,99,NA,45,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
31,Opinion of Clinton and Trump,895,Both unfavorable,25,55,20,19,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
32,Is Hillary Clinton honest and trustworthy?,895,Yes,97,3,0,29,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
32,Is Hillary Clinton honest and trustworthy?,895,No,15,79,6,70,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
33,Is Donald Trump honest and trustworthy?,895,Yes,2,97,1,44,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
33,Is Donald Trump honest and trustworthy?,895,No,69,24,7,53,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
34,Which candidate is honest?,895,Both are,NA,NA,NA,1,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
34,Which candidate is honest?,895,Only Clinton is,98,2,0,28,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
34,Which candidate is honest?,895,Only Trump is,NA,99,NA,43,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
34,Which candidate is honest?,895,Neither is,39,46,15,26,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
35,Life for the next generation of Americans will be:,895,Better than today,47,51,2,41,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
35,Life for the next generation of Americans will be:,895,Worse than today,23,71,6,27,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
35,Life for the next generation of Americans will be:,895,About the same,49,41,10,28,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
36,Area type,895,Urban area,49,46,5,35,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
36,Area type,895,Suburban area,33,62,5,55,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
36,Area type,895,Rural area,54,40,6,10,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
37,Region,895,Upcountry,31,64,5,25,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
37,Region,895,Piedmont,36,59,5,14,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
37,Region,895,Central,49,47,4,26,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
37,Region,895,Pee Dee / Waccamaw,40,56,4,15,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
37,Region,895,Lowcountry,45,50,5,20,South Carolina,http://www.cnn.com/election/results/exit-polls/south-carolina/president
1,Gender,2827,Male,37,57,6,47,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
1,Gender,2827,Female,49,47,4,53,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
2,Age,2827,18-29,55,36,9,18,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
2,Age,2827,30-44,45,48,7,29,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
2,Age,2827,45-64,39,59,2,39,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
2,Age,2827,65 and older,35,64,1,15,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
3,Age,2827,18-24,58,32,10,10,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
3,Age,2827,25-29,51,41,8,8,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
3,Age,2827,30-39,46,46,8,19,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
3,Age,2827,40-49,41,54,5,20,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
3,Age,2827,50-64,39,59,2,28,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
3,Age,2827,65 and older,35,64,1,15,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
4,Age,2827,18-44,49,43,8,47,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
4,Age,2827,45 and older,38,60,2,53,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
5,Race,2827,White,26,69,5,57,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
5,Race,2827,Black,84,11,5,11,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
5,Race,2827,Latino,61,34,5,24,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
5,Race,2827,Asian,72,26,2,5,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
5,Race,2827,Other race,NA,NA,NA,3,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
6,Race,2827,White,26,69,5,57,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
6,Race,2827,Non-white,66,29,5,43,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,White men,23,71,6,27,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,White women,29,66,5,30,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,Black men,78,14,8,4,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,Black women,88,9,3,6,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,Latino men,53,41,6,11,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,Latino women,69,28,3,13,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
7,Race and gender,2827,Others,58,39,3,8,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
8,Education,2827,High school or less,48,49,3,17,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
8,Education,2827,Some college,41,54,5,32,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
8,Education,2827,College graduate,41,53,6,34,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
8,Education,2827,Postgraduate,47,48,5,17,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
9,Are you a college graduate?,2827,Yes,43,51,6,51,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
9,Are you a college graduate?,2827,No,43,53,4,49,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
10,Education and race,2827,White college graduates,31,62,7,31,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
10,Education and race,2827,Whites no degree,21,76,3,26,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
10,Education and race,2827,Non-whites college grads,62,34,4,21,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
10,Education and race,2827,Non-whites no degree,71,24,5,22,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
11,Education among whites by sex,2827,White college-grad women,35,59,6,16,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
11,Education among whites by sex,2827,White non-college women,23,74,3,14,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
11,Education among whites by sex,2827,White college-grad men,26,66,8,14,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
11,Education among whites by sex,2827,White non-college men,19,77,4,12,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
11,Education among whites by sex,2827,Non-whites,66,29,5,43,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
12,Income,2827,"Under $30,000",57,35,8,13,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
12,Income,2827,"$30K-$49,999",44,52,4,17,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
12,Income,2827,"$50K-$99,999",46,49,5,31,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
12,Income,2827,"$100K-$199,999",45,49,6,26,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
12,Income,2827,"$200K-$249,999",NA,NA,NA,4,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
12,Income,2827,"$250,000 or more",NA,NA,NA,9,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
13,Income,2827,Under $50K,50,44,6,30,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
13,Income,2827,$50K-$100K,46,49,5,31,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
13,Income,2827,$100K or more,41,53,6,39,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
14,Income,2827,Under $50K,50,44,6,30,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
14,Income,2827,$50K or more,43,51,6,70,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
15,Income,2827,Under $100K,48,47,5,61,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
15,Income,2827,$100K or more,41,53,6,39,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
16,Party ID,2827,Democrats,93,5,2,29,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
16,Party ID,2827,Republicans,9,88,3,38,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
16,Party ID,2827,Independents,38,52,10,33,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
17,Party by gender,2827,Democratic men,91,7,2,11,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
17,Party by gender,2827,Democratic women,94,4,2,18,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
17,Party by gender,2827,Republican men,9,86,5,17,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
17,Party by gender,2827,Republican women,9,89,2,21,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
17,Party by gender,2827,Independent men,31,59,10,18,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
17,Party by gender,2827,Independent women,48,44,8,15,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
18,Ideology,2827,Liberal,81,12,7,20,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
18,Ideology,2827,Moderate,54,39,7,36,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
18,Ideology,2827,Conservative,15,82,3,44,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
19,White born-again or evangelical Christian?,2827,Yes,12,85,3,28,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
19,White born-again or evangelical Christian?,2827,No,55,39,6,72,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
20,When did you decide presidential vote?,2827,Last few days,48,43,9,4,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
20,When did you decide presidential vote?,2827,Last week,NA,NA,NA,5,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
20,When did you decide presidential vote?,2827,In October,50,47,3,14,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
20,When did you decide presidential vote?,2827,In September,43,51,6,13,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
20,When did you decide presidential vote?,2827,Before September,45,51,4,61,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
21,When did you decide presidential vote?,2827,In the last week,41,47,12,10,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
21,When did you decide presidential vote?,2827,Before that,45,51,4,88,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
22,When did you decide presidential vote?,2827,In the last month,46,47,7,24,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
22,When did you decide presidential vote?,2827,Before that,44,51,5,74,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
23,Opinion of presidential candidate you voted for,2827,Strongly favor ,49,48,3,38,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
23,Opinion of presidential candidate you voted for,2827,Have reservations,41,56,3,26,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
23,Opinion of presidential candidate you voted for,2827,Dislike opponents,39,50,11,34,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
24,Most important issue facing the country,2827,Foreign policy,55,38,7,13,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
24,Most important issue facing the country,2827,Immigration,41,57,2,13,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
24,Most important issue facing the country,2827,Economy,47,46,7,49,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
24,Most important issue facing the country,2827,Terrorism,34,62,4,21,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
25,Which candidate quality mattered most?,2827,Cares about me,44,49,7,14,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
25,Which candidate quality mattered most?,2827,Can bring change,12,83,5,34,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
25,Which candidate quality mattered most?,2827,Right experience,85,14,1,24,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
25,Which candidate quality mattered most?,2827,Good judgment,57,36,7,23,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
26,Illegal immigrants working in the U.S. should be:,2827,Offered legal status,52,42,6,71,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
26,Illegal immigrants working in the U.S. should be:,2827,Deported to home country,9,90,1,22,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
27,View of U.S. wall along the entire Mexican border,2827,Support,10,88,2,44,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
27,View of U.S. wall along the entire Mexican border,2827,Oppose,74,17,9,49,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
28,Do you think immigrants to the U.S. today:,2827,Help the country,64,29,7,55,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
28,Do you think immigrants to the U.S. today:,2827,Hurt the country,13,84,3,31,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
29,How do things work in the U.S. today?,2827,Whites are favored,74,17,9,35,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
29,How do things work in the U.S. today?,2827,Minorities are favored,5,93,2,16,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
29,How do things work in the U.S. today?,2827,No group is favored,34,63,3,41,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
30,Does the country's criminal justice system:,2827,Treat all fairly,21,75,4,43,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
30,Does the country's criminal justice system:,2827,Treat blacks unfairly,63,32,5,45,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
31,Feelings about the federal government,2827,Enthusiastic,NA,NA,NA,3,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
31,Feelings about the federal government,2827,Satisfied,78,15,7,21,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
31,Feelings about the federal government,2827,Dissatisfied,41,53,6,47,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
31,Feelings about the federal government,2827,Angry,11,85,4,27,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
32,Feelings about the federal government,2827,Enthusiastic/Satisfied,80,14,6,25,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
32,Feelings about the federal government,2827,Dissatisfied/Angry,30,65,5,73,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
33,Opinion of Barack Obama as president,2827,Strongly approve,95,2,3,30,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
33,Opinion of Barack Obama as president,2827,Somewhat approve,67,24,9,19,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
33,Opinion of Barack Obama as president,2827,Somewhat disapprove,21,70,9,13,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
33,Opinion of Barack Obama as president,2827,Strongly disapprove,2,95,3,38,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
34,Opinion of Barack Obama as president,2827,Approve,84,11,5,49,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
34,Opinion of Barack Obama as president,2827,Disapprove,6,89,5,51,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
35,Opinion of Hillary Clinton,2827,Favorable,96,3,1,40,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
35,Opinion of Hillary Clinton,2827,Unfavorable,8,84,8,57,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
36,Opinion of Donald Trump,2827,Favorable,3,96,1,39,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
36,Opinion of Donald Trump,2827,Unfavorable,73,19,8,59,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
37,Opinion of Clinton and Trump,2827,Both favorable,NA,NA,NA,2,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
37,Opinion of Clinton and Trump,2827,Only Clinton favorable,99,0,1,39,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
37,Opinion of Clinton and Trump,2827,Only Trump favorable,1,98,1,37,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
37,Opinion of Clinton and Trump,2827,Both unfavorable,21,58,21,19,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
38,Opinion of Ted Cruz,2827,Favorable,22,75,3,41,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
38,Opinion of Ted Cruz,2827,Unfavorable,59,34,7,51,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
39,Is Hillary Clinton honest and trustworthy?,2827,Yes,95,3,2,30,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
39,Is Hillary Clinton honest and trustworthy?,2827,No,19,74,7,68,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
40,Is Donald Trump honest and trustworthy?,2827,Yes,5,94,1,40,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
40,Is Donald Trump honest and trustworthy?,2827,No,70,22,8,58,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
41,Which candidate is honest?,2827,Both are,NA,NA,NA,2,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
41,Which candidate is honest?,2827,Only Clinton is,98,0,2,28,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
41,Which candidate is honest?,2827,Only Trump is,1,98,1,37,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
41,Which candidate is honest?,2827,Neither is,42,42,16,29,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
42,Is Clinton qualified to serve as president?,2827,Yes,84,11,5,48,Texas,http://www.cnn.com/election/results/exit-polls/texas/president
