"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","CT","East Haven",900922910,5425,6867,218,147,0,12657,0.441343963553531
"President","CT","East Lyme",901123400,5512,4214,330,144,13,10213,0.566728356981287
"President","CT","East Windsor",900324800,2441,2606,158,89,7,5301,0.483653655637012
"President","CT","Eastford",901521860,367,513,48,21,13,962,0.417045454545455
"President","CT","Easton",900123890,2203,2131,127,56,9,4526,0.508306414397785
"President","CT","Ellington",901325360,3531,4199,322,115,35,8202,0.456791720569211
"President","CT","Enfield",900325990,8646,9233,755,299,26,18959,0.483584093070082
"President","CT","Essex",900726270,2291,1620,114,67,0,4092,0.585783687036564
"President","CT","Fairfield",900126620,18041,12112,985,348,67,31553,0.598315258846549
"President","CT","Farmington",900327600,7634,5977,477,185,30,14303,0.56086988465212
"President","CT","Franklin",901129910,413,613,48,19,4,1097,0.402534113060429
"President","CT","Glastonbury",900331240,11074,7533,726,247,45,19625,0.595152362014296
"President","CT","Goshen",900532290,673,1064,61,25,0,1823,0.387449625791595
"President","CT","Granby",900332640,3114,2967,292,115,21,6509,0.512086827824371
"President","CT","Greenwich",900133620,17630,12215,1050,271,43,31209,0.59071871335232
"President","CT","Griswold",901133900,1934,3012,232,89,9,5276,0.391023048928427
"President","CT","Groton",901134250,8453,5936,662,272,34,15357,0.5874626450761
"President","CT","Guilford",900934950,7864,4929,338,159,33,13323,0.614711170171187
"President","CT","Haddam",900735230,2141,2556,171,93,9,4970,0.455822865658931
"President","CT","Hamden",900935650,18962,7790,549,348,46,27695,0.708806818181818
"President","CT","Hampton",901536000,484,509,37,27,2,1059,0.487411883182276
"President","CT","Hartford",900337070,30375,2531,356,401,4,33667,0.923083936060293
"President","CT","Hartland",900337140,349,804,48,31,6,1238,0.302688638334779
"President","CT","Harwinton",900537280,1131,2107,117,41,11,3407,0.349289684990735
"President","CT","Hebron",901337910,2627,2555,206,82,16,5486,0.506947124662293
"President","CT","Kent",900540290,1081,559,45,27,4,1716,0.659146341463415
"President","CT","Killingly",901540500,2491,3916,326,141,14,6888,0.388793507101608
"President","CT","Killingworth",900740710,1895,1943,119,55,3,4015,0.493746743095362
"President","CT","Lebanon",901142390,1583,2115,174,66,10,3948,0.428069226608978
"President","CT","Ledyard",901142600,3336,3471,350,116,27,7300,0.49008373732922
"President","CT","Lisbon",901143230,868,1175,83,52,3,2181,0.42486539402839
"President","CT","Litchfield",900543370,2171,2434,180,66,8,4859,0.471444082519001
"President","CT","Lyme",901144210,1019,567,73,28,4,1691,0.64249684741488
"President","CT","Madison",900944560,5935,4500,334,120,24,10913,0.568758984187829
"President","CT","Manchester",900344700,15109,8358,864,469,38,24838,0.643840286359569
"President","CT","Mansfield",901344910,8309,2433,429,280,30,11481,0.773505864829641
"President","CT","Marlborough",900345820,1687,1766,128,46,12,3639,0.488560671879525
"President","CT","Meriden",900946520,12788,8660,635,348,12,22443,0.596232748974263
"President","CT","Middlebury",900946940,1664,2630,148,45,8,4495,0.387517466231952
"President","CT","Middlefield",900747080,1154,1361,78,38,5,2636,0.458846918489066
"President","CT","Middletown",900747360,12959,7126,639,485,35,21244,0.64520786656709
"President","CT","Milford",900947535,13598,13383,791,349,30,28151,0.50398428523776
"President","CT","Monroe",900148620,4520,5922,353,95,18,10908,0.432867266807125
"President","CT","Montville",901148900,3340,4156,327,149,0,7972,0.445570971184632
"President","CT","Morris",900549460,510,838,41,24,5,1418,0.378338278931751
"President","CT","Naugatuck",900949950,5219,7310,440,199,14,13182,0.416553595658073
"President","CT","New Britain",900350440,15468,6055,406,381,18,22328,0.718673047437625
"President","CT","New Canaan",900150580,5767,4541,511,81,66,10966,0.559468374078386
"President","CT","New Fairfield",900150860,3071,4302,204,94,6,7677,0.416519734165197
"President","CT","New Hartford",900551350,1654,2243,146,77,2,4122,0.42442904798563
"President","CT","New Haven",900952070,35933,4540,493,618,104,41688,0.887826452202703
"President","CT","New London",901152350,6305,1924,217,237,4,8687,0.766192733017378
"President","CT","New Millford",900552630,6136,6865,433,214,20,13668,0.471963695100377
"President","CT","Newington",900352140,8425,6557,479,213,17,15691,0.562341476438393
"President","CT","Newtown",900152980,7448,7154,505,204,48,15359,0.51006711409396
"President","CT","Norfolk",900553470,547,373,20,26,1,967,0.594565217391304
"President","CT","North Branford",900953890,2933,4473,175,68,5,7654,0.396030245746692
"President","CT","North Canaan",900554030,732,703,52,22,0,1509,0.510104529616725
"President","CT","North Haven",900954870,5837,7268,323,146,15,13589,0.445402518122854
"President","CT","North Stonington",901155500,1289,1560,124,51,6,3030,0.452439452439452
"President","CT","Norwalk",900156060,24414,12324,968,490,36,38232,0.664543524416136
"President","CT","Norwich",901156270,7453,5217,511,282,13,13476,0.588239936858721
"President","CT","Old Lyme",901157040,2498,1999,142,63,7,4709,0.555481432065822
"President","CT","Old Saybrook",900757320,3207,2784,133,85,16,6225,0.535302954431647
"President","CT","Orange",900957600,3834,4221,216,86,10,8367,0.475977653631285
"President","CT","Oxford",900958300,2398,4685,178,64,18,7343,0.338557108569815
"President","CT","Plainfield",901559980,2177,3512,300,123,8,6120,0.382668307259624
"President","CT","Plainville",900360120,3802,4492,254,151,4,8703,0.458403665300217
"President","CT","Plymouth",900560750,1884,3767,113,42,4,5810,0.333392319943373
"President","CT","Pomfret",901561030,1084,1014,94,33,7,2232,0.516682554814109
"President","CT","Portland",900761800,2494,2491,186,82,0,5253,0.500300902708124
"President","CT","Preston",901162150,978,1377,97,52,10,2514,0.415286624203822
"President","CT","Prospect",900962290,1661,3701,156,58,9,5585,0.309772472957852
"President","CT","Putnam",901562710,1562,1845,161,83,6,3657,0.458467860287643
"President","CT","Redding",900163480,3127,2088,185,73,14,5487,0.599616490891659
"President","CT","Ridgefield",900163970,7907,5680,516,146,47,14296,0.581953337749319
"President","CT","Rocky Hill",900365370,5090,4331,304,105,8,9838,0.540282347946078
"President","CT","Roxbury",900565930,765,638,55,16,0,1474,0.545260156806842
"President","CT","Salem",901166210,1029,1182,98,34,3,2346,0.465400271370421
"President","CT","Salisbury",900566420,1671,545,73,38,4,2331,0.754061371841155
"President","CT","Scotland",901567400,310,518,58,22,1,909,0.3743961352657
"President","CT","Seymour",900967610,3024,4824,227,117,14,8206,0.385321100917431
"President","CT","Sharon",900567960,820,521,50,25,0,1416,0.611483967188665
"President","CT","Shelton",900168170,8001,12051,520,264,21,20857,0.399012567324955
"President","CT","Sherman",900168310,976,1065,67,28,1,2137,0.478196962273395
"President","CT","Simsbury",900368940,7825,5357,598,161,43,13984,0.593612501896526
"President","CT","Somers",901369220,2125,3350,163,46,10,5694,0.388127853881279
"President","CT","South Windsor",900371390,7721,5557,498,166,12,13954,0.58148817593011
"President","CT","Southbury",900969640,5013,6100,347,103,17,11580,0.451093314136597
"President","CT","Southington",900370550,9890,12383,743,275,27,23318,0.444035379158623
"President","CT","Sprague",901171670,535,864,78,30,2,1509,0.382416011436741
"President","CT","Stafford",901372090,2286,3344,296,106,2,6034,0.406039076376554
"President","CT","Stamford",900173070,34148,16222,1184,627,77,52258,0.677943220170737
"President","CT","Sterling",901573420,478,1102,67,37,0,1684,0.30253164556962
"President","CT","Stonington",901173770,5635,4081,302,144,11,10173,0.579971181556196
"President","CT","Stratford",900174190,13729,10534,570,368,50,25251,0.565840992457652
"President","CT","Suffield",900374540,3334,3789,307,111,17,7558,0.468061210164257
"President","CT","Thomaston",900575730,1152,2616,152,50,1,3971,0.305732484076433
"President","CT","Thompson",901575870,1579,2646,216,66,1,4508,0.373727810650888
"President","CT","Tolland",901376290,4020,3908,399,146,26,8499,0.507063572149344
"President","CT","Torrington",900576570,5713,8673,515,214,16,15131,0.39712220214097
"President","CT","Trumbull",900177200,9299,9753,495,224,75,19846,0.488085240394709
"President","CT","Union",901377830,188,277,22,9,0,496,0.404301075268817
"President","CT","Vernon",901378250,7084,5666,553,237,19,13559,0.555607843137255
"President","CT","Voluntown",901178600,431,862,63,29,0,1385,0.333333333333333
"President","CT","Wallingford",900978740,10651,10940,716,301,28,22636,0.493307396600435
"President","CT","Warren",900579510,352,451,35,16,4,858,0.438356164383562
"President","CT","Washington",900579720,1242,738,57,41,4,2082,0.627272727272727
"President","CT","Waterbury",900980070,19870,12837,612,391,9,33719,0.607515210811141
"President","CT","Waterford",901180280,5233,4861,368,189,32,10683,0.518426788191005
"President","CT","Watertown",900580490,3732,7730,300,122,0,11884,0.325597626941197
"President","CT","West Hartford",900382590,23781,8055,993,445,72,33346,0.746984545797211
"President","CT","West Haven",900982870,12477,7774,422,287,9,20969,0.616117722581601
"President","CT","Westbrook",900781680,1699,1936,100,55,2,3792,0.467400275103164
"President","CT","Weston",900183430,3807,1633,208,58,6,5712,0.699816176470588
"President","CT","Westport",900183500,10655,4169,472,124,24,15444,0.718766864543983
"President","CT","Wethersfield",900384900,7734,5794,447,194,53,14222,0.571703134240095
"President","CT","Willington",901385950,1414,1373,127,82,0,2996,0.507355579476139
"President","CT","Wilton",900186370,6055,3786,411,111,28,10391,0.615282999695153
"President","CT","Winchester",900586440,1816,2903,146,122,7,4994,0.384827293918203
"President","CT","Windham",901586790,5375,2564,271,183,10,8403,0.677037410253181
"President","CT","Windsor",900387000,11370,4013,385,231,17,16016,0.739127608398882
"President","CT","Windsor Locks",900387070,2789,3022,232,97,6,6146,0.479951815522285
"President","CT","Wolcott",900987560,2575,6192,235,85,5,9092,0.293715067868142
"President","CT","Woodbridge",900987700,3333,1814,120,73,13,5353,0.647561686419273
"President","CT","Woodbury",900587910,2466,3171,149,79,65,5930,0.437466737626397
"President","CT","Woodstock",901588190,1945,2281,187,67,6,4486,0.460246095598675
"President","DC","Ward 1",NA,37490,1066,645,675,757,40633,0.972351903724453
"President","DC","Ward 2",NA,28714,2304,853,351,1075,33297,0.925720549358437
"President","DC","Ward 3",NA,36475,3323,994,522,1481,42795,0.916503341876476
"President","DC","Ward 4",NA,37962,1358,376,732,742,41170,0.965462868769074
"President","DC","Ward 5",NA,37021,1141,504,628,808,40102,0.970101147738588
"President","DC","Ward 6",NA,45540,2506,1187,605,2071,51909,0.947841651750406
"President","DC","Ward 7",NA,31784,547,186,420,505,33442,0.98308125328632
"President","DC","Ward 8",NA,27844,478,161,325,419,29227,0.983122660829038
"President","DE","Kent",1000100000,33351,36991,2876,1042,NA,74260,0.474126410963578
"President","DE","New Castle",1000300000,162919,85525,9107,3956,NA,261507,0.655757434270902
"President","DE","Sussex",1000500000,39333,62611,2774,1105,NA,105823,0.385829475005886
"President","FL","Alachua",1200100000,75820,46834,4059,1507,351,128571,0.618161657997293
"President","FL","Baker",1200300000,2112,10294,169,30,29,12634,0.170240206351765
"President","FL","Bay",1200500000,21797,62194,2652,562,248,87453,0.25951590051315
"President","FL","Bradford",1200700000,2924,8913,177,47,37,12098,0.247022049505787
"President","FL","Brevard",1200900000,119679,181848,9451,2708,1066,314752,0.396909729476962
"President","FL","Broward",1201100000,553320,260951,11078,5094,1508,831951,0.6795280686651
"President","FL","Calhoun",1201300000,1241,4655,124,25,36,6081,0.210481682496608
"President","FL","Charlotte",1201500000,33445,60218,1946,567,198,96374,0.357078035083224
"President","FL","Citrus",1201700000,22789,54456,1724,480,251,79700,0.295022331542495
"President","FL","Clay",1201900000,27822,74963,2806,571,321,106483,0.270681519676996
"President","FL","Collier",1202100000,61085,105423,3263,747,271,170789,0.366859250006006
"President","FL","Columbia",1202300000,7601,20368,523,150,65,28707,0.271765168579499
"President","FL","Desoto",1202700000,3781,6778,166,53,40,10818,0.358083151813619
"President","FL","Dixie",1202900000,1270,5822,77,21,12,7202,0.179075014100395
"President","FL","Duval",1203100000,205704,211672,11318,2912,1089,432695,0.49285057118761
"President","FL","Escambia",1203300000,57461,88808,4612,1055,533,152469,0.392844690262462
"President","FL","Flagler",1203500000,22026,33850,1114,388,125,57503,0.394194287350562
"President","FL","Franklin",1203700000,1744,4125,95,33,18,6015,0.297154540807633
"President","FL","Gadsden",1203900000,15020,6728,229,78,58,22113,0.690638219606401
"President","FL","Gilchrist",1204100000,1458,6740,155,43,24,8420,0.177848255672115
"President","FL","Glades",1204300000,1271,2996,54,18,14,4353,0.29786735411296
"President","FL","Gulf",1204500000,1720,5329,195,27,22,7293,0.244006242020145
"President","FL","Hamilton",1204700000,1904,3443,79,17,17,5460,0.356087525715354
"President","FL","Hardee",1204900000,2149,5242,140,24,28,7583,0.290759031254228
"President","FL","Hendry",1205100000,4615,6195,207,52,46,11115,0.426919518963922
"President","FL","Hernando",1205300000,31795,58970,2051,710,270,93796,0.350300225857985
"President","FL","Highlands",1205500000,14937,29565,854,186,144,45686,0.335647836052312
"President","FL","Hillsborough",1205700000,307896,266870,15703,5032,2159,597660,0.535689306604775
"President","FL","Holmes",1205900000,853,7483,133,19,26,8514,0.102327255278311
"President","FL","Indian River",1206100000,29043,48620,1723,419,204,80009,0.373961860860384
"President","FL","Jackson",1206300000,6397,14257,266,60,61,21041,0.30972208773119
"President","FL","Jefferson",1206500000,3541,3930,110,42,22,7645,0.473966001873912
"President","FL","Lafayette",1206700000,518,2809,47,10,8,3392,0.155695822061918
"President","FL","Lake",1206900000,62838,102188,3985,975,476,170462,0.380776362512574
"President","FL","Lee",1207100000,124908,191551,6982,2127,852,326420,0.394705159278137
"President","FL","Leon",1207300000,92068,53821,4403,1366,474,152132,0.63108253535222
"President","FL","Levy",1207500000,5101,13775,358,102,59,19395,0.270237338419157
"President","FL","Liberty",1207700000,651,2543,76,17,9,3296,0.203819661865999
"President","FL","Madison",1207900000,3526,4851,95,22,11,8505,0.420914408499463
"President","FL","Manatee",1208100000,71224,101944,4177,1149,464,178958,0.411300009239582
"President","FL","Marion",1208300000,62041,107833,3365,972,489,174700,0.365217749626194
"President","FL","Martin",1208500000,30185,53204,1804,474,125,85792,0.36197819856336
"President","FL","Miami-Dade",1208600000,624146,333999,13219,5985,2855,980204,0.651410798991802
"President","FL","Monroe",1208700000,18971,21904,1131,398,74,42478,0.464122324159021
"President","FL","Nassau",1208900000,10869,34266,1195,188,89,46607,0.240810900631439
"President","FL","Okaloosa",1209100000,23780,71893,4171,611,400,100855,0.248554973712542
"President","FL","Okeechobee",1209300000,3959,9356,234,53,51,13653,0.29733383402178
